gene_id	lsv_id	lsv_type	mean_psi_per_lsv_junction	stdev_psi_per_lsv_junction	num_junctions	num_exons	junctions_coords	ir_coords
AT1G20920.Araport11.447	AT1G20920.Araport11.447:t:7289386-na	t|1e1.1o1|1e2.1o2|1e2.2o2	0.1667;0.6019;0.2269	0.0977;0.1284;0.1123	3	3	7288843-7289386;7289014-7289386;7289309-7289386	
AT2G38130.Araport11.447	AT2G38130.Araport11.447:s:15980470-15980503	s|1e1.1o2|1e1.2o2	0.7658;0.2342	0.0592;0.0592	2	2	15980234-15980470;15980177-15980470	
AT2G21280.Araport11.447	AT2G21280.Araport11.447:s:9112085-9112152	s|1e1.1o1|2e1.1o1	0.8729;0.1271	0.0428;0.0428	2	2	9111981-9112093;9111981-9112085	
AT5G47690.Araport11.447	AT5G47690.Araport11.447:s:na-19325134	s|1e1.1o2|1e1.2o2	0.7734;0.2266	0.0402;0.0402	2	2	19325134-19325222;19325134-19325225	
AT3G07760.Araport11.447	AT3G07760.Araport11.447:t:2476715-2476776	t|1e1.1o1|1e2.1o1	0.5726;0.4274	0.0482;0.0482	2	3	2476572-2476715;2476576-2476715	
AT3G07810.Araport11.447	AT3G07810.Araport11.447:s:na-2494557	s|1e1.1o1|1e2.1o1	0.8205;0.1795	0.0349;0.0349	2	3	2494557-2495039;2494557-2495086	
AT5G47690.Araport11.447	AT5G47690.Araport11.447:s:19325845-19325931	s|1e1.1o2|1e1.2o2	0.9611;0.0389	0.0172;0.0172	2	2	19325931-19326048;19325931-19326051	
AT5G20990.Araport11.447	AT5G20990.Araport11.447:t:7132057-7132158	t|1e1.1o1|1e2.1o1	0.9440;0.0560	0.0315;0.0315	2	3	7132158-7132666;7132158-7132245	
AT5G47690.Araport11.447	AT5G47690.Araport11.447:s:19326316-19326446	s|1e1.1o2|1e1.2o2	0.5916;0.4084	0.0408;0.0408	2	2	19326446-19326614;19326446-19326617	
AT1G03290.Araport11.447	AT1G03290.Araport11.447:s:808211-808394	s|1e1.1o2|1e1.2o2	0.9076;0.0924	0.0302;0.0302	2	2	808394-808532;808394-808535	
AT5G20990.Araport11.447	AT5G20990.Araport11.447:s:7131157-7131347	s|1e1.1o2|1e1.2o2	0.0562;0.9438	0.0328;0.0328	2	2	7131083-7131157;7131060-7131157	
AT4G17410.Araport11.447	AT4G17410.Araport11.447:s:9718775-9719077	s|1e1.1o2|1e1.2o2	0.1750;0.8250	0.1002;0.1002	2	2	9719077-9719225;9719077-9719228	
AT3G55390.Araport11.447	AT3G55390.Araport11.447:t:20535090-20535225	t|1e1.1o1|1e2.1o1	0.1320;0.8680	0.0673;0.0673	2	3	20534984-20535090;20535005-20535090	
AT3G07890.Araport11.447	AT3G07890.Araport11.447:s:2519000-2519071	s|1e1.1o1|1e2.1o1	0.5541;0.4459	0.0878;0.0878	2	3	2518907-2519000;2518904-2519000	
AT5G47720.Araport11.447	AT5G47720.Araport11.447:s:19333920-19334027	s|1e1.1o1|2e1.1o1	0.7632;0.2368	0.1317;0.1317	2	2	19334005-19334112;19334027-19334112	
AT5G21040.Araport11.447	AT5G21040.Araport11.447:s:7147018-na	s|1e1.1o1|1e2.1o1|1e3.1o1	0.3687;0.4700;0.1434	0.1080;0.1111;0.0766	3	4	7146789-7147018;7146784-7147018;7146760-7147018	
AT3G08510.Araport11.447	AT3G08510.Araport11.447:s:2583199-2583351	s|1e1.1o1|1e2.1o1	0.9860;0.0140	0.0069;0.0069	2	3	2583116-2583199;2582919-2583199	
AT4G17420.Araport11.447	AT4G17420.Araport11.447:s:9723345-9723440	s|1e1.1o2|1e1.2o2	0.0949;0.9051	0.0563;0.0563	2	2	9723259-9723345;9723199-9723345	
AT5G21060.Araport11.447	AT5G21060.Araport11.447:s:7152232-7152382	s|1e1.1o2|1e1.2o2	0.3136;0.6864	0.0758;0.0758	2	2	7152166-7152232;7152160-7152232	
AT3G08510.Araport11.447	AT3G08510.Araport11.447:t:na-2582919	t|1e1.1o1|1e2.1o1	0.0124;0.9876	0.0058;0.0058	2	3	2582919-2583199;2582919-2583030	
AT1G03290.Araport11.447	AT1G03290.Araport11.447:s:808532-808822	s|1e1.1o3|1e1.2o3|1e1.3o3	0.2041;0.2110;0.5779	0.0868;0.0911;0.0997	3	2	808822-808892;808822-808913;808822-808979	
AT2G38180.Araport11.447	AT2G38180.Araport11.447:s:15998135-15998278	s|1e1.1o1|2e1.1o1	0.2525;0.7475	0.0585;0.0585	2	2	15998220-15998364;15998278-15998364	
AT3G55460.Araport11.447	AT3G55460.Araport11.447:s:20561300-20561377	s|1e1.1o1|1e2.1o1	0.0843;0.9157	0.0244;0.0244	2	3	20561377-20561852;20561377-20562478	
AT1G03310.Araport11.447	AT1G03310.Araport11.447:t:813929-na	t|1e1.1o1|1e2.1o1	0.3550;0.6450	0.0964;0.0964	2	3	813581-813929;813604-813929	
AT3G08650.Araport11.447	AT3G08650.Araport11.447:s:2627261-na	s|1e1.1o1|1e2.1o1	0.9208;0.0792	0.0404;0.0404	2	3	2626977-2627261;2626903-2627261	
AT4G39260.Araport11.447	AT4G39260.Araport11.447:t:na-18274567	t|1e1.1o1|1e2.1o1	0.9377;0.0623	0.0134;0.0134	2	3	18274567-18274851;18274567-18274693	
AT4G17440.Araport11.447	AT4G17440.Araport11.447:s:9728528-9728709	s|1e1.1o1|2e1.1o1	0.6672;0.3328	0.1373;0.1373	2	2	9728599-9728821;9728709-9728821	
AT3G08710.Araport11.447	AT3G08710.Araport11.447:t:2645527-2645610	t|1e1.1o1|1e2.1o1|2e1.1o1	0.4535;0.5172;0.0264	0.0560;0.0558;0.0154	3	3	2645308-2645527;2645409-2645527;2645308-2645563	
AT4G39270.Araport11.447	AT4G39270.Araport11.447:s:na-18278768	s|1e1.1o2|1e1.2o2	0.8373;0.1627	0.0567;0.0567	2	2	18278768-18278857;18278768-18278868	
AT3G08720.Araport11.447	AT3G08720.Araport11.447:s:2651085-na	s|1e1.1o1|1e2.1o1	0.1427;0.8573	0.0769;0.0769	2	3	2650883-2651085;2650613-2651085	
AT4G17486.Araport11.447	AT4G17486.Araport11.447:s:9750395-9750682	s|1e1.1o1|2e1.1o1	0.0198;0.9802	0.0113;0.0113	2	2	9750308-9750399;9750308-9750395	
AT3G08720.Araport11.447	AT3G08720.Araport11.447:t:na-2650613	t|1e1.1o1|1e2.1o1	0.0875;0.9125	0.0245;0.0245	2	3	2650613-2651085;2650613-2650722	
AT2G38280.Araport11.447	AT2G38280.Araport11.447:s:16033727-16033835	s|1e1.1o1|2e1.1o1|2e2.1o1	0.6250;0.3086;0.0580	0.0701;0.0668;0.0310	3	3	16033654-16033742;16033654-16033727;16033647-16033727	
AT4G39300.Araport11.447	AT4G39300.Araport11.447:s:18287111-18287229	s|1e1.1o1|1e2.1o1	0.8249;0.1751	0.0493;0.0493	2	3	18287229-18287804;18287229-18288137	
AT2G38330.Araport11.447	AT2G38330.Araport11.447:s:16065542-16065681	s|1e1.1o1|2e1.1o1	0.8652;0.1348	0.0657;0.0657	2	2	16065677-16065830;16065681-16065830	
AT3G08740.Araport11.447	AT3G08740.Araport11.447:s:2655178-2655279	s|1e1.1o2|1e1.2o2	0.9900;0.0100	0.0054;0.0054	2	2	2655084-2655178;2655056-2655178	
AT2G38330.Araport11.447	AT2G38330.Araport11.447:s:16065830-16065943	s|1e1.1o1|2e1.1o1	0.3279;0.6721	0.1065;0.1065	2	2	16065926-16066025;16065943-16066025	
AT3G55460.Araport11.447	AT3G55460.Araport11.447:t:20562478-20562648	t|1e1.1o1|1e2.1o1|1e3.1o1	0.8956;0.0571;0.0539	0.0288;0.0197;0.0216	3	4	20561377-20562478;20562300-20562478;20562392-20562478	
AT1G03370.Araport11.447	AT1G03370.Araport11.447:s:833454-833570	s|1e1.1o2|1e1.2o2	0.9686;0.0314	0.0214;0.0214	2	2	833570-833694;833570-833779	
AT5G47860.Araport11.447	AT5G47860.Araport11.447:s:19382688-19382751	s|1e1.1o2|1e1.2o2	0.0798;0.9202	0.0243;0.0243	2	2	19382751-19382830;19382751-19382838	
AT1G78970.Araport11.447	AT1G78970.Araport11.447:t:29703397-29703617	t|1e1.1o1|1e2.1o1	0.1172;0.8828	0.0524;0.0524	2	3	29703179-29703397;29703283-29703397	
AT3G08800.Araport11.447	AT3G08800.Araport11.447:s:2673412-2673896	s|1e1.1o1|2e1.1o1	0.4696;0.5304	0.1377;0.1377	2	2	2673736-2673989;2673896-2673989	
AT5G21160.Araport11.447	AT5G21160.Araport11.447:s:7201095-7201164	s|1e1.1o2|1e1.2o2	0.9455;0.0545	0.0251;0.0251	2	2	7201010-7201095;7201005-7201095	
AT4G39370.Araport11.447	AT4G39370.Araport11.447:s:18307469-18307554	s|1e1.1o1|2e1.1o1	0.7796;0.2204	0.0929;0.0929	2	2	18307540-18307656;18307554-18307656	
AT3G08840.Araport11.447	AT3G08840.Araport11.447:s:2680665-2680908	s|1e1.1o2|1e1.2o2|1e2.1o1	0.1689;0.7104;0.1259	0.0813;0.1089;0.0810	3	3	2680590-2680665;2680563-2680665;2680165-2680665	
AT1G03430.Araport11.447	AT1G03430.Araport11.447:s:848367-848497	s|1e1.1o2|1e1.2o2	0.9711;0.0289	0.0190;0.0190	2	2	848497-848642;848497-848673	
AT5G21160.Araport11.447	AT5G21160.Araport11.447:s:7200906-7201010	s|1e1.1o2|2e1.2o2	0.0297;0.9703	0.0181;0.0181	2	2	7200842-7200916;7200831-7200906	
AT5G47860.Araport11.447	AT5G47860.Araport11.447:s:19383458-19383611	s|1e1.1o1|2e1.1o1	0.9687;0.0313	0.0164;0.0164	2	2	19383607-19383726;19383611-19383726	
AT3G55470.Araport11.447	AT3G55470.Araport11.447:s:20564521-20564586	s|1e1.1o2|1e1.2o2	0.6140;0.3860	0.0493;0.0493	2	2	20564586-20565555;20564586-20565558	
AT3G08840.Araport11.447	AT3G08840.Araport11.447:t:2680057-2680165	t|1e1.1o1|1e2.1o1	0.1550;0.8450	0.1007;0.1007	2	3	2680165-2680665;2680165-2680518	
AT3G23080.Araport11.447	AT3G23080.Araport11.447:s:8208616-8208781	s|1e1.1o2|1e1.2o2	0.8649;0.1351	0.0509;0.0509	2	2	8208544-8208616;8208540-8208616	
AT4G17570.Araport11.447	AT4G17570.Araport11.447:s:9785984-9786364	s|1e1.1o1|2e1.1o1	0.7434;0.2566	0.0624;0.0624	2	2	9785903-9785996;9785903-9785984	
AT4G17570.Araport11.447	AT4G17570.Araport11.447:s:9785337-9785409	s|1e1.1o1|1e2.1o1	0.9473;0.0527	0.0343;0.0343	2	3	9785222-9785337;9785035-9785337	
AT5G21170.Araport11.447	AT5G21170.Araport11.447:t:7207423-7207598	t|1e1.1o1|1e2.1o1	0.9267;0.0733	0.0291;0.0291	2	3	7205915-7207423;7207334-7207423	
AT1G79000.Araport11.447	AT1G79000.Araport11.447:s:29724352-na	s|1e1.1o2|1e1.2o2	0.6153;0.3847	0.0850;0.0850	2	2	29724124-29724352;29724121-29724352	
AT3G08850.Araport11.447	AT3G08850.Araport11.447:s:2691915-2692016	s|1e1.1o2|1e1.2o2	0.0984;0.9016	0.0451;0.0451	2	2	2691804-2691915;2691713-2691915	
AT4G17570.Araport11.447	AT4G17570.Araport11.447:t:9784846-9785035	t|1e1.1o1|1e2.1o1	0.0331;0.9669	0.0215;0.0215	2	3	9785035-9785337;9785035-9785119	
AT3G08850.Araport11.447	AT3G08850.Araport11.447:s:2688453-2688577	s|1e1.1o1|1e2.1o1	0.9467;0.0533	0.0245;0.0245	2	3	2688341-2688453;2688093-2688453	
AT5G21222.Araport11.447	AT5G21222.Araport11.447:s:7211039-7211128	s|1e1.1o1|1e2.1o1	0.0947;0.9053	0.0487;0.0487	2	3	7211128-7211235;7211128-7211704	
AT3G08850.Araport11.447	AT3G08850.Araport11.447:t:2687992-2688093	t|1e1.1o1|1e2.1o1	0.0572;0.9428	0.0269;0.0269	2	3	2688093-2688453;2688093-2688196	
AT3G08890.Araport11.447	AT3G08890.Araport11.447:s:2707254-2707308	s|1e1.1o2|1e1.2o2	0.9283;0.0717	0.0402;0.0402	2	2	2707308-2707405;2707308-2707416	
AT5G47900.Araport11.447	AT5G47900.Araport11.447:s:19393606-19393731	s|1e1.1o2|1e1.2o2	0.5374;0.4626	0.1553;0.1553	2	2	19393731-19393812;19393731-19393820	
AT3G08950.Araport11.447	AT3G08950.Araport11.447:s:2727836-2727939	s|1e1.1o1|2e1.1o1	0.7020;0.2980	0.0827;0.0827	2	2	2727926-2728362;2727939-2728362	
AT1G79000.Araport11.447	AT1G79000.Araport11.447:t:29722314-29722456	t|1e1.1o1|1e2.1o1	0.1343;0.8657	0.0588;0.0588	2	3	29722456-29722631;29722456-29722559	
AT5G21222.Araport11.447	AT5G21222.Araport11.447:s:7211704-7211826	s|1e1.1o1|1e2.1o1	0.8000;0.2000	0.0783;0.0783	2	3	7211826-7212007;7211826-7212053	
AT4G39390.Araport11.447	AT4G39390.Araport11.447:t:18316263-18316422	t|1e1.1o1|1e2.1o1	0.1541;0.8459	0.0465;0.0465	2	3	18315838-18316263;18315860-18316263	
AT5G47960.Araport11.447	AT5G47960.Araport11.447:s:19422247-na	s|1e1.1o1|1e2.1o1	0.9301;0.0699	0.0263;0.0263	2	3	19421977-19422247;19421825-19422247	
AT3G08960.Araport11.447	AT3G08960.Araport11.447:s:2735831-2735972	s|1e1.1o2|1e1.2o2	0.1837;0.8163	0.0877;0.0877	2	2	2735721-2735831;2735705-2735831	
AT1G03550.Araport11.447	AT1G03550.Araport11.447:s:887368-887430	s|1e1.1o2|1e1.2o2	0.1100;0.8900	0.0545;0.0545	2	2	887283-887368;887258-887368	
AT3G08990.Araport11.447	AT3G08990.Araport11.447:t:2743571-2743685	t|1e1.1o1|1e2.1o1	0.7942;0.2058	0.1540;0.1540	2	3	2742996-2743571;2743314-2743571	
AT4G17615.Araport11.447	AT4G17615.Araport11.447:s:na-9816610	s|1e1.1o3|1e1.2o3|1e1.3o3	0.0124;0.9773;0.0100	0.0072;0.0136;0.0033	3	2	9816610-9816987;9816610-9817019;9816610-9817026	
AT3G55510.Araport11.447	AT3G55510.Araport11.447:s:20581942-20582125	s|1e1.1o1|1e2.1o1	0.6577;0.3423	0.1214;0.1214	2	3	20582125-20582219;20582125-20582222	
AT3G55530.Araport11.447	AT3G55530.Araport11.447:s:20597108-20597211	s|1e1.1o1|1e2.1o1	0.8977;0.1023	0.0588;0.0588	2	3	20597034-20597108;20596901-20597108	
AT1G03550.Araport11.447	AT1G03550.Araport11.447:s:886992-887137	s|1e1.1o1|2e2.1o2	0.8035;0.1965	0.0519;0.0519	2	3	886940-887015;886863-886992	
AT3G09050.Araport11.447	AT3G09050.Araport11.447:t:2765322-2765521	t|1e1.1o1|1e2.1o1|2e3.1o1	0.0356;0.1023;0.8597	0.0217;0.0347;0.0396	3	4	2765186-2765322;2765196-2765322;2765207-2765479	
AT3G55530.Araport11.447	AT3G55530.Araport11.447:t:20596849-20596901	t|1e1.1o1|1e2.1o1	0.0697;0.9303	0.0448;0.0448	2	3	20596901-20597108;20596901-20596980	
AT1G03550.Araport11.447	AT1G03550.Araport11.447:s:886696-886863	s|1e1.1o2|2e1.2o2	0.1749;0.8251	0.0496;0.0496	2	2	886608-886703;886599-886696	
AT3G09055.Araport11.447	AT3G09055.Araport11.447:s:2765322-na	s|1e1.1o1|1e2.1o1	0.7426;0.2574	0.1225;0.1225	2	3	2765196-2765322;2765186-2765322	
AT5G21430.Araport11.447	AT5G21430.Araport11.447:s:na-7222561	s|1e1.1o2|1e1.2o2	0.1531;0.8469	0.0713;0.0713	2	2	7222561-7222674;7222561-7222681	
AT1G03550.Araport11.447	AT1G03550.Araport11.447:t:886696-886863	t|1e1.2o2|2e2.1o1	0.2363;0.7637	0.0647;0.0647	2	3	886863-886992;886789-886878	
AT5G21930.Araport11.447	AT5G21930.Araport11.447:s:7244483-7244536	s|1e1.1o2|1e1.2o2	0.3000;0.7000	0.0737;0.0737	2	2	7244536-7244650;7244536-7244657	
AT4G17615.Araport11.447	AT4G17615.Araport11.447:s:9816987-9817220	s|1e1.1o1|1e2.1o1	0.9640;0.0360	0.0130;0.0130	2	3	9817220-9817635;9817220-9818017	
AT3G55610.Araport11.447	AT3G55610.Araport11.447:s:20625361-20625436	s|1e1.1o2|2e1.2o2	0.0061;0.9939	0.0002;0.0000	2	2	20625160-20625363;20625159-20625361	
AT4G17615.Araport11.447	AT4G17615.Araport11.447:t:9818017-9818076	t|1e1.1o1|1e2.1o1	0.0366;0.9634	0.0125;0.0125	2	3	9817220-9818017;9817717-9818017	
AT5G47970.Araport11.447	AT5G47970.Araport11.447:s:19423558-19423684	s|1e1.1o2|1e1.2o2	0.7751;0.2249	0.0858;0.0858	2	2	19423684-19423793;19423684-19423798	
AT3G09100.Araport11.447	AT3G09100.Araport11.447:s:2791256-2791465	s|1e1.1o2|1e1.2o2	0.9539;0.0461	0.0305;0.0305	2	2	2790861-2791256;2790852-2791256	
AT2G21385.Araport11.447	AT2G21385.Araport11.447:s:9149885-9149976	s|1e1.1o2|1e1.2o2	0.9292;0.0708	0.0404;0.0404	2	2	9149976-9150092;9149976-9150112	
AT1G03550.Araport11.447	AT1G03550.Araport11.447:s:886379-886460	s|1e1.2o2|2e1.2o2|3e1.1o2	0.0586;0.8787;0.0634	0.0348;0.0480;0.0342	3	2	886244-886406;886244-886393;886300-886379	
AT2G38470.Araport11.447	AT2G38470.Araport11.447:s:na-16108718	s|1e1.1o2|1e1.2o2	0.9942;0.0058	0.0000;0.0001	2	2	16108718-16108968;16108718-16108975	
AT2G21385.Araport11.447	AT2G21385.Araport11.447:s:9151073-9151175	s|1e1.1o2|1e1.2o2	0.0451;0.9549	0.0227;0.0227	2	2	9151175-9151252;9151175-9151264	
AT2G38470.Araport11.447	AT2G38470.Araport11.447:s:16108968-16109174	s|1e1.1o1|1e2.1o1	0.9793;0.0207	0.0106;0.0106	2	3	16109174-16109244;16109174-16109253	
AT5G21970.Araport11.447	AT5G21970.Araport11.447:s:na-7261764	s|1e1.1o1|1e2.1o1	0.2306;0.7694	0.1170;0.1170	2	3	7261764-7261990;7261764-7262050	
AT3G09410.Araport11.447	AT3G09410.Araport11.447:s:2900010-2900099	s|1e1.1o2|1e1.2o2	0.9217;0.0783	0.0494;0.0494	2	2	2899811-2900010;2899798-2900010	
AT3G55630.Araport11.447	AT3G55630.Araport11.447:s:20637424-20637484	s|1e1.1o2|1e1.2o2	0.1790;0.8210	0.0917;0.0917	2	2	20637484-20637570;20637484-20637575	
AT5G22000.Araport11.447	AT5G22000.Araport11.447:s:7279241-7279583	s|1e1.1o1|2e1.1o1	0.0175;0.9825	0.0095;0.0095	2	2	7279556-7279799;7279583-7279799	
AT3G09470.Araport11.447	AT3G09470.Araport11.447:s:2912360-2912472	s|1e1.1o1|2e1.1o1	0.0861;0.9139	0.0356;0.0356	2	2	2912061-2912366;2912061-2912360	
AT4G17620.Araport11.447	AT4G17620.Araport11.447:s:9823042-9823120	s|1e1.1o2|2e1.2o2	0.0583;0.9417	0.0335;0.0335	2	2	9823119-9823209;9823120-9823211	
AT1G14660.Araport11.447	AT1G14660.Araport11.447:s:5034145-5034329	s|1e1.1o2|1e1.2o2	0.6250;0.3750	0.1636;0.1636	2	2	5034028-5034145;5034008-5034145	
AT3G09540.Araport11.447	AT3G09540.Araport11.447:s:2929573-2929783	s|1e1.1o2|1e1.2o2	0.8514;0.1486	0.0712;0.0712	2	2	2929478-2929573;2929466-2929573	
AT3G23255.Araport11.447	AT3G23255.Araport11.447:s:8311966-8312086	s|1e1.1o1|1e2.1o1	0.7681;0.2319	0.1046;0.1046	2	3	8312086-8312157;8312086-8312487	
AT4G17640.Araport11.447	AT4G17640.Araport11.447:s:9825992-9826216	s|1e1.1o2|1e1.2o2	0.9039;0.0961	0.0296;0.0296	2	2	9826216-9826344;9826216-9826359	
AT3G09600.Araport11.447	AT3G09600.Araport11.447:s:2947924-2947983	s|1e1.1o2|1e1.2o2	0.2158;0.7842	0.1109;0.1109	2	2	2947983-2948156;2947983-2948178	
AT3G23255.Araport11.447	AT3G23255.Araport11.447:t:8312487-8312570	t|1e1.1o1|1e2.1o1	0.2082;0.7918	0.1003;0.1003	2	3	8312086-8312487;8312391-8312487	
AT3G55740.Araport11.447	AT3G55740.Araport11.447:s:na-20695876	s|1e1.1o2|1e1.2o2	0.7808;0.2192	0.0924;0.0924	2	2	20695876-20696496;20695876-20696510	
AT1G21170.Araport11.447	AT1G21170.Araport11.447:s:7415735-7415924	s|1e1.1o2|2e1.2o2	0.8267;0.1733	0.0673;0.0673	2	2	7415872-7415969;7415924-7415994	
AT4G17660.Araport11.447	AT4G17660.Araport11.447:s:9831970-9832209	s|1e1.1o2|1e1.2o2	0.9352;0.0648	0.0419;0.0419	2	2	9832209-9832383;9832209-9832394	
AT1G21190.Araport11.447	AT1G21190.Araport11.447:t:7420392-7420487	t|1e1.1o1|1e2.1o1|1e3.1o1	0.8955;0.0241;0.0804	0.0273;0.0152;0.0243	3	4	7420487-7420740;7420487-7420707;7420487-7420697	
AT5G22030.Araport11.447	AT5G22030.Araport11.447:s:7292802-7292986	s|1e1.1o1|2e1.1o1	0.7692;0.2308	0.0778;0.0778	2	2	7292337-7292816;7292337-7292802	
AT1G79070.Araport11.447	AT1G79070.Araport11.447:s:29745582-na	s|1e1.1o2|1e1.2o2	0.1973;0.8027	0.0841;0.0841	2	2	29745387-29745582;29745331-29745582	
AT3G55760.Araport11.447	AT3G55760.Araport11.447:s:na-20700513	s|1e1.1o1|1e2.1o1	0.7802;0.2198	0.0785;0.0785	2	3	20700513-20700628;20700513-20700633	
AT2G38550.Araport11.447	AT2G38550.Araport11.447:s:16133671-16133720	s|1e1.1o1|1e2.1o1	0.9755;0.0245	0.0159;0.0159	2	3	16133720-16133810;16133720-16134112	
AT1G21250.Araport11.447	AT1G21250.Araport11.447:s:7440441-7440614	s|1e1.1o1|1e2.1o1	0.9923;0.0077	0.0006;0.0007	2	3	7440614-7440703;7440614-7440756	
AT3G55770.Araport11.447	AT3G55770.Araport11.447:s:20703510-20703590	s|1e1.1o1|2e1.1o1	0.9311;0.0689	0.0203;0.0203	2	2	20703554-20703749;20703590-20703749	
AT3G55770.Araport11.447	AT3G55770.Araport11.447:s:20704411-20704500	s|1e1.1o1|2e2.1o1	0.0185;0.9815	0.0099;0.0099	2	3	20704484-20704674;20704500-20704876	
AT2G38550.Araport11.447	AT2G38550.Araport11.447:t:16134112-na	t|1e1.1o1|1e2.1o1	0.0237;0.9763	0.0154;0.0154	2	3	16133720-16134112;16133847-16134112	
AT3G09800.Araport11.447	AT3G09800.Araport11.447:t:3007908-3007938	t|1e1.1o1|1e2.1o1	0.8529;0.1471	0.0651;0.0651	2	3	3007938-3008348;3007938-3008264	
AT4G17695.Araport11.447	AT4G17695.Araport11.447:s:9849093-9849138	s|1e1.1o2|1e1.2o2	0.7766;0.2234	0.0948;0.0948	2	2	9849014-9849093;9849009-9849093	
AT3G23280.Araport11.447	AT3G23280.Araport11.447:s:8321786-8322058	s|1e1.1o1|2e1.1o1	0.9689;0.0311	0.0161;0.0161	2	2	8321900-8322143;8322058-8322143	
AT5G48120.Araport11.447	AT5G48120.Araport11.447:s:19514244-19514341	s|1e1.1o2|1e1.2o2	0.8439;0.1561	0.0731;0.0731	2	2	19514146-19514244;19514142-19514244	
AT3G23280.Araport11.447	AT3G23280.Araport11.447:s:8322912-8323014	s|1e1.1o1|1e2.1o1	0.4656;0.5344	0.0417;0.0417	2	3	8323014-8323099;8323014-8323363	
AT3G09800.Araport11.447	AT3G09800.Araport11.447:s:3007606-3007765	s|1e1.1o2|1e1.2o2	0.1533;0.8467	0.0723;0.0723	2	2	3007517-3007606;3007494-3007606	
AT5G48150.Araport11.447	AT5G48150.Araport11.447:s:19524503-na	s|1e1.1o1|1e2.1o1|1e3.1o1	0.4336;0.3967;0.1539	0.0735;0.0723;0.0568	3	4	19524388-19524503;19524083-19524503;19524072-19524503	
AT3G23280.Araport11.447	AT3G23280.Araport11.447:t:8323363-8323448	t|1e1.1o1|1e2.1o1	0.4986;0.5014	0.0449;0.0449	2	3	8323014-8323363;8323170-8323363	
AT3G09830.Araport11.447	AT3G09830.Araport11.447:s:na-3016804	s|1e1.1o3|1e1.2o3|1e1.3o3	0.2353;0.7413;0.0199	0.0348;0.0356;0.0117	3	2	3016804-3017143;3016804-3017164;3016804-3017232	
AT5G48150.Araport11.447	AT5G48150.Araport11.447:t:na-19524083	t|1e1.1o1|1e2.1o1	0.4498;0.5502	0.0815;0.0815	2	3	19524083-19524503;19524083-19524309	
AT1G79110.Araport11.447	AT1G79110.Araport11.447:s:na-29759922	s|1e1.1o1|1e2.1o1	0.2293;0.7707	0.0642;0.0642	2	3	29759922-29759999;29759922-29760008	
AT3G55770.Araport11.447	AT3G55770.Araport11.447:t:20704876-na	t|1e1.2o2|1e2.1o1	0.9900;0.0100	0.0051;0.0051	2	3	20704500-20704876;20704752-20704876	
AT3G09920.Araport11.447	AT3G09920.Araport11.447:s:3044665-na	s|1e1.1o1|1e2.1o1	0.5135;0.4865	0.1205;0.1205	2	3	3043868-3044665;3043812-3044665	
AT1G03630.Araport11.447	AT1G03630.Araport11.447:s:907825-907947	s|1e1.1o1|2e2.1o1	0.0673;0.9327	0.0271;0.0271	2	3	907932-908018;907947-908033	
AT3G09940.Araport11.447	AT3G09940.Araport11.447:s:3058156-3058207	s|1e1.1o1|2e1.1o1	0.0088;0.9912	0.0013;0.0013	2	2	3058069-3058175;3058069-3058156	
AT3G55850.Araport11.447	AT3G55850.Araport11.447:s:20725162-20725325	s|1e1.1o2|1e1.2o2	0.1285;0.8715	0.0507;0.0507	2	2	20725028-20725162;20725024-20725162	
AT3G09940.Araport11.447	AT3G09940.Araport11.447:s:3057989-3058069	s|1e1.1o2|1e1.2o2	0.9932;0.0068	0.0001;0.0002	2	2	3057901-3057989;3057877-3057989	
AT5G48160.Araport11.447	AT5G48160.Araport11.447:t:na-19529838	t|1e1.1o1|1e2.1o1	0.9313;0.0687	0.0325;0.0325	2	3	19529838-19530217;19529838-19530155	
AT3G55850.Araport11.447	AT3G55850.Araport11.447:s:20724923-20725028	s|1e1.1o1|1e2.1o1	0.5787;0.4213	0.1220;0.1220	2	3	20724721-20724923;20724459-20724923	
AT1G21310.Araport11.447	AT1G21310.Araport11.447:s:7454811-na	s|1e1.1o1|1e2.1o1|1e3.1o1	0.7597;0.1334;0.1036	0.0821;0.0690;0.0578	3	4	7454642-7454811;7454558-7454811;7454474-7454811	
AT1G03630.Araport11.447	AT1G03630.Araport11.447:t:907825-907947	t|1e1.1o1|2e2.1o1	0.0716;0.9284	0.0357;0.0357	2	3	907732-907825;907755-907849	
AT3G55850.Araport11.447	AT3G55850.Araport11.447:t:20724353-20724459	t|1e1.1o1|1e2.1o1	0.6752;0.3248	0.1537;0.1537	2	3	20724459-20724923;20724459-20724649	
AT2G38580.Araport11.447	AT2G38580.Araport11.447:s:16141401-16141460	s|1e1.1o3|1e1.2o3|1e1.3o3	0.0646;0.1625;0.7832	0.0353;0.0583;0.0689	3	2	16141460-16141572;16141460-16141628;16141460-16141636	
AT3G55850.Araport11.447	AT3G55850.Araport11.447:s:20722865-20722960	s|1e1.1o2|1e1.2o2	0.9388;0.0612	0.0353;0.0353	2	2	20722782-20722865;20722763-20722865	
